        2525
Lattice=39.2 0.0 0.0 0.0 39.2 0.0 0.0 0.0 87.0 "Properties="species:S1:pos:R:3" Time= 0.000
Pt  0.3234000E+02  0.2254000E+02  0.2940000E+01
Pt  0.3234000E+02  0.2646000E+02  0.2940000E+01
Pt  0.3234000E+02  0.3038000E+02  0.2940000E+01
Pt  0.3234000E+02  0.3430000E+02  0.2940000E+01
Pt  0.3234000E+02  0.3822000E+02  0.2940000E+01
Pt  0.3430000E+02  0.9800000E+00  0.2940000E+01
Pt  0.3430000E+02  0.4900000E+01  0.2940000E+01
Pt  0.3430000E+02  0.8820000E+01  0.2940000E+01
Pt  0.3430000E+02  0.1274000E+02  0.2940000E+01
Pt  0.3430000E+02  0.1666000E+02  0.2940000E+01
Pt  0.3430000E+02  0.2058000E+02  0.2940000E+01
Pt  0.3430000E+02  0.2450000E+02  0.2940000E+01
Pt  0.3430000E+02  0.2842000E+02  0.2940000E+01
Pt  0.3430000E+02  0.3234000E+02  0.2940000E+01
Pt  0.3430000E+02  0.3626000E+02  0.2940000E+01
Pt  0.3626000E+02  0.2940000E+01  0.2940000E+01
Pt  0.3626000E+02  0.6860000E+01  0.2940000E+01
Pt  0.3626000E+02  0.1078000E+02  0.2940000E+01
Pt  0.3626000E+02  0.1470000E+02  0.2940000E+01
Pt  0.3626000E+02  0.1862000E+02  0.2940000E+01
Pt  0.3626000E+02  0.2254000E+02  0.2940000E+01
Pt  0.3626000E+02  0.2646000E+02  0.2940000E+01
Pt  0.3626000E+02  0.3038000E+02  0.2940000E+01
Pt  0.3626000E+02  0.3430000E+02  0.2940000E+01
Pt  0.3626000E+02  0.3822000E+02  0.2940000E+01
Pt  0.3822000E+02  0.9800000E+00  0.2940000E+01
Pt  0.3822000E+02  0.4900000E+01  0.2940000E+01
Pt  0.3822000E+02  0.8820000E+01  0.2940000E+01
Pt  0.3822000E+02  0.1274000E+02  0.2940000E+01
Pt  0.3822000E+02  0.1666000E+02  0.2940000E+01
Pt  0.3822000E+02  0.2058000E+02  0.2940000E+01
Pt  0.3822000E+02  0.2450000E+02  0.2940000E+01
Pt  0.3822000E+02  0.2842000E+02  0.2940000E+01
Pt  0.3822000E+02  0.3234000E+02  0.2940000E+01
Pt  0.3822000E+02  0.3626000E+02  0.2940000E+01
Pt  0.9800000E+00  0.9800000E+00  0.4900000E+01
Pt  0.9800000E+00  0.4900000E+01  0.4900000E+01
Pt  0.9800000E+00  0.8820000E+01  0.4900000E+01
Pt  0.9800000E+00  0.1274000E+02  0.4900000E+01
Pt  0.9800000E+00  0.1666000E+02  0.4900000E+01
Pt  0.9800000E+00  0.2058000E+02  0.4900000E+01
Pt  0.9800000E+00  0.2450000E+02  0.4900000E+01
Pt  0.9800000E+00  0.2842000E+02  0.4900000E+01
Pt  0.9800000E+00  0.3234000E+02  0.4900000E+01
Pt  0.9800000E+00  0.3626000E+02  0.4900000E+01
Pt  0.2940000E+01  0.2940000E+01  0.4900000E+01
Pt  0.2940000E+01  0.6860000E+01  0.4900000E+01
Pt  0.2940000E+01  0.1078000E+02  0.4900000E+01
Pt  0.2940000E+01  0.1470000E+02  0.4900000E+01
Pt  0.2940000E+01  0.1862000E+02  0.4900000E+01
Pt  0.2940000E+01  0.2254000E+02  0.4900000E+01
Pt  0.2940000E+01  0.2646000E+02  0.4900000E+01
Pt  0.2940000E+01  0.3038000E+02  0.4900000E+01
Pt  0.2940000E+01  0.3430000E+02  0.4900000E+01
Pt  0.2940000E+01  0.3822000E+02  0.4900000E+01
Pt  0.4900000E+01  0.9800000E+00  0.4900000E+01
Pt  0.4900000E+01  0.4900000E+01  0.4900000E+01
Pt  0.4900000E+01  0.8820000E+01  0.4900000E+01
Pt  0.4900000E+01  0.1274000E+02  0.4900000E+01
Pt  0.4900000E+01  0.1666000E+02  0.4900000E+01
Pt  0.4900000E+01  0.2058000E+02  0.4900000E+01
Pt  0.4900000E+01  0.2450000E+02  0.4900000E+01
Pt  0.4900000E+01  0.2842000E+02  0.4900000E+01
Pt  0.4900000E+01  0.3234000E+02  0.4900000E+01
Pt  0.4900000E+01  0.3626000E+02  0.4900000E+01
Pt  0.6860000E+01  0.2940000E+01  0.4900000E+01
Pt  0.6860000E+01  0.6860000E+01  0.4900000E+01
Pt  0.6860000E+01  0.1078000E+02  0.4900000E+01
Pt  0.6860000E+01  0.1470000E+02  0.4900000E+01
Pt  0.6860000E+01  0.1862000E+02  0.4900000E+01
Pt  0.6860000E+01  0.2254000E+02  0.4900000E+01
Pt  0.6860000E+01  0.2646000E+02  0.4900000E+01
Pt  0.6860000E+01  0.3038000E+02  0.4900000E+01
Pt  0.6860000E+01  0.3430000E+02  0.4900000E+01
Pt  0.6860000E+01  0.3822000E+02  0.4900000E+01
Pt  0.8820000E+01  0.9800000E+00  0.4900000E+01
Pt  0.8820000E+01  0.4900000E+01  0.4900000E+01
Pt  0.8820000E+01  0.8820000E+01  0.4900000E+01
Pt  0.8820000E+01  0.1274000E+02  0.4900000E+01
Pt  0.8820000E+01  0.1666000E+02  0.4900000E+01
Pt  0.8820000E+01  0.2058000E+02  0.4900000E+01
Pt  0.8820000E+01  0.2450000E+02  0.4900000E+01
Pt  0.8820000E+01  0.2842000E+02  0.4900000E+01
Pt  0.8820000E+01  0.3234000E+02  0.4900000E+01
Pt  0.8820000E+01  0.3626000E+02  0.4900000E+01
Pt  0.1078000E+02  0.2940000E+01  0.4900000E+01
Pt  0.1078000E+02  0.6860000E+01  0.4900000E+01
Pt  0.1078000E+02  0.1078000E+02  0.4900000E+01
Pt  0.1078000E+02  0.1470000E+02  0.4900000E+01
Pt  0.1078000E+02  0.1862000E+02  0.4900000E+01
Pt  0.1078000E+02  0.2254000E+02  0.4900000E+01
Pt  0.1078000E+02  0.2646000E+02  0.4900000E+01
Pt  0.1078000E+02  0.3038000E+02  0.4900000E+01
Pt  0.1078000E+02  0.3430000E+02  0.4900000E+01
Pt  0.1078000E+02  0.3822000E+02  0.4900000E+01
Pt  0.1274000E+02  0.9800000E+00  0.4900000E+01
Pt  0.1274000E+02  0.4900000E+01  0.4900000E+01
Pt  0.1274000E+02  0.8820000E+01  0.4900000E+01
Pt  0.1274000E+02  0.1274000E+02  0.4900000E+01
Pt  0.1274000E+02  0.1666000E+02  0.4900000E+01
Pt  0.1274000E+02  0.2058000E+02  0.4900000E+01
Pt  0.1274000E+02  0.2450000E+02  0.4900000E+01
Pt  0.1274000E+02  0.2842000E+02  0.4900000E+01
Pt  0.1274000E+02  0.3234000E+02  0.4900000E+01
Pt  0.1274000E+02  0.3626000E+02  0.4900000E+01
Pt  0.1470000E+02  0.2940000E+01  0.4900000E+01
Pt  0.1470000E+02  0.6860000E+01  0.4900000E+01
Pt  0.1470000E+02  0.1078000E+02  0.4900000E+01
Pt  0.1470000E+02  0.1470000E+02  0.4900000E+01
Pt  0.1470000E+02  0.1862000E+02  0.4900000E+01
Pt  0.1470000E+02  0.2254000E+02  0.4900000E+01
Pt  0.1470000E+02  0.2646000E+02  0.4900000E+01
Pt  0.1470000E+02  0.3038000E+02  0.4900000E+01
Pt  0.1470000E+02  0.3430000E+02  0.4900000E+01
Pt  0.1470000E+02  0.3822000E+02  0.4900000E+01
Pt  0.1666000E+02  0.9800000E+00  0.4900000E+01
Pt  0.1666000E+02  0.4900000E+01  0.4900000E+01
Pt  0.1666000E+02  0.8820000E+01  0.4900000E+01
Pt  0.1666000E+02  0.1274000E+02  0.4900000E+01
Pt  0.1666000E+02  0.1666000E+02  0.4900000E+01
Pt  0.1666000E+02  0.2058000E+02  0.4900000E+01
Pt  0.1666000E+02  0.2450000E+02  0.4900000E+01
Pt  0.1666000E+02  0.2842000E+02  0.4900000E+01
Pt  0.1666000E+02  0.3234000E+02  0.4900000E+01
Pt  0.1666000E+02  0.3626000E+02  0.4900000E+01
Pt  0.1862000E+02  0.2940000E+01  0.4900000E+01
Pt  0.1862000E+02  0.6860000E+01  0.4900000E+01
Pt  0.1862000E+02  0.1078000E+02  0.4900000E+01
Pt  0.1862000E+02  0.1470000E+02  0.4900000E+01
Pt  0.1862000E+02  0.1862000E+02  0.4900000E+01
Pt  0.1862000E+02  0.2254000E+02  0.4900000E+01
Pt  0.1862000E+02  0.2646000E+02  0.4900000E+01
Pt  0.1862000E+02  0.3038000E+02  0.4900000E+01
Pt  0.1862000E+02  0.3430000E+02  0.4900000E+01
Pt  0.1862000E+02  0.3822000E+02  0.4900000E+01
Pt  0.2058000E+02  0.9800000E+00  0.4900000E+01
Pt  0.2058000E+02  0.4900000E+01  0.4900000E+01
Pt  0.2058000E+02  0.8820000E+01  0.4900000E+01
Pt  0.2058000E+02  0.1274000E+02  0.4900000E+01
Pt  0.2058000E+02  0.1666000E+02  0.4900000E+01
Pt  0.2058000E+02  0.2058000E+02  0.4900000E+01
Pt  0.2058000E+02  0.2450000E+02  0.4900000E+01
Pt  0.2058000E+02  0.2842000E+02  0.4900000E+01
Pt  0.2058000E+02  0.3234000E+02  0.4900000E+01
Pt  0.2058000E+02  0.3626000E+02  0.4900000E+01
Pt  0.2254000E+02  0.2940000E+01  0.4900000E+01
Pt  0.2254000E+02  0.6860000E+01  0.4900000E+01
Pt  0.2254000E+02  0.1078000E+02  0.4900000E+01
Pt  0.2254000E+02  0.1470000E+02  0.4900000E+01
Pt  0.2254000E+02  0.1862000E+02  0.4900000E+01
Pt  0.2254000E+02  0.2254000E+02  0.4900000E+01
Pt  0.2254000E+02  0.2646000E+02  0.4900000E+01
Pt  0.2254000E+02  0.3038000E+02  0.4900000E+01
Pt  0.2254000E+02  0.3430000E+02  0.4900000E+01
Pt  0.2254000E+02  0.3822000E+02  0.4900000E+01
Pt  0.2450000E+02  0.9800000E+00  0.4900000E+01
Pt  0.2450000E+02  0.4900000E+01  0.4900000E+01
Pt  0.2450000E+02  0.8820000E+01  0.4900000E+01
Pt  0.2450000E+02  0.1274000E+02  0.4900000E+01
Pt  0.2450000E+02  0.1666000E+02  0.4900000E+01
Pt  0.2450000E+02  0.2058000E+02  0.4900000E+01
Pt  0.2450000E+02  0.2450000E+02  0.4900000E+01
Pt  0.2450000E+02  0.2842000E+02  0.4900000E+01
Pt  0.2450000E+02  0.3234000E+02  0.4900000E+01
Pt  0.2450000E+02  0.3626000E+02  0.4900000E+01
Pt  0.2646000E+02  0.2940000E+01  0.4900000E+01
Pt  0.2646000E+02  0.6860000E+01  0.4900000E+01
Pt  0.2646000E+02  0.1078000E+02  0.4900000E+01
Pt  0.2646000E+02  0.1470000E+02  0.4900000E+01
Pt  0.2646000E+02  0.1862000E+02  0.4900000E+01
Pt  0.2646000E+02  0.2254000E+02  0.4900000E+01
Pt  0.2646000E+02  0.2646000E+02  0.4900000E+01
Pt  0.2646000E+02  0.3038000E+02  0.4900000E+01
Pt  0.2646000E+02  0.3430000E+02  0.4900000E+01
Pt  0.2646000E+02  0.3822000E+02  0.4900000E+01
Pt  0.2842000E+02  0.9800000E+00  0.4900000E+01
Pt  0.2842000E+02  0.4900000E+01  0.4900000E+01
Pt  0.2842000E+02  0.8820000E+01  0.4900000E+01
Pt  0.2842000E+02  0.1274000E+02  0.4900000E+01
Pt  0.2842000E+02  0.1666000E+02  0.4900000E+01
Pt  0.2842000E+02  0.2058000E+02  0.4900000E+01
Pt  0.2842000E+02  0.2450000E+02  0.4900000E+01
Pt  0.2842000E+02  0.2842000E+02  0.4900000E+01
Pt  0.2842000E+02  0.3234000E+02  0.4900000E+01
Pt  0.2842000E+02  0.3626000E+02  0.4900000E+01
Pt  0.3038000E+02  0.2940000E+01  0.4900000E+01
Pt  0.3038000E+02  0.6860000E+01  0.4900000E+01
Pt  0.3038000E+02  0.1078000E+02  0.4900000E+01
Pt  0.3038000E+02  0.1470000E+02  0.4900000E+01
Pt  0.3038000E+02  0.1862000E+02  0.4900000E+01
Pt  0.3038000E+02  0.2254000E+02  0.4900000E+01
Pt  0.3038000E+02  0.2646000E+02  0.4900000E+01
Pt  0.3038000E+02  0.3038000E+02  0.4900000E+01
Pt  0.3038000E+02  0.3430000E+02  0.4900000E+01
Pt  0.3038000E+02  0.3822000E+02  0.4900000E+01
Pt  0.3234000E+02  0.9800000E+00  0.4900000E+01
Pt  0.3234000E+02  0.4900000E+01  0.4900000E+01
Pt  0.3234000E+02  0.8820000E+01  0.4900000E+01
Pt  0.3234000E+02  0.1274000E+02  0.4900000E+01
Pt  0.3234000E+02  0.1666000E+02  0.4900000E+01
Pt  0.3234000E+02  0.2058000E+02  0.4900000E+01
Pt  0.3234000E+02  0.2450000E+02  0.4900000E+01
Pt  0.3234000E+02  0.2842000E+02  0.4900000E+01
Pt  0.3234000E+02  0.3234000E+02  0.4900000E+01
Pt  0.3234000E+02  0.3626000E+02  0.4900000E+01
Pt  0.3430000E+02  0.2940000E+01  0.4900000E+01
Pt  0.3430000E+02  0.6860000E+01  0.4900000E+01
Pt  0.3430000E+02  0.1078000E+02  0.4900000E+01
Pt  0.3430000E+02  0.1470000E+02  0.4900000E+01
Pt  0.3430000E+02  0.1862000E+02  0.4900000E+01
Pt  0.3430000E+02  0.2254000E+02  0.4900000E+01
Pt  0.3430000E+02  0.2646000E+02  0.4900000E+01
Pt  0.3430000E+02  0.3038000E+02  0.4900000E+01
Pt  0.3430000E+02  0.3430000E+02  0.4900000E+01
Pt  0.3430000E+02  0.3822000E+02  0.4900000E+01
Pt  0.3626000E+02  0.9800000E+00  0.4900000E+01
Pt  0.3626000E+02  0.4900000E+01  0.4900000E+01
Pt  0.3626000E+02  0.8820000E+01  0.4900000E+01
Pt  0.3626000E+02  0.1274000E+02  0.4900000E+01
Pt  0.3626000E+02  0.1666000E+02  0.4900000E+01
Pt  0.3626000E+02  0.2058000E+02  0.4900000E+01
Pt  0.3626000E+02  0.2450000E+02  0.4900000E+01
Pt  0.3626000E+02  0.2842000E+02  0.4900000E+01
Pt  0.3626000E+02  0.3234000E+02  0.4900000E+01
Pt  0.3626000E+02  0.3626000E+02  0.4900000E+01
Pt  0.3822000E+02  0.2940000E+01  0.4900000E+01
Pt  0.3822000E+02  0.6860000E+01  0.4900000E+01
Pt  0.3822000E+02  0.1078000E+02  0.4900000E+01
Pt  0.3822000E+02  0.1470000E+02  0.4900000E+01
Pt  0.3822000E+02  0.1862000E+02  0.4900000E+01
Pt  0.3822000E+02  0.2254000E+02  0.4900000E+01
Pt  0.3822000E+02  0.2646000E+02  0.4900000E+01
Pt  0.3822000E+02  0.3038000E+02  0.4900000E+01
Pt  0.3822000E+02  0.3430000E+02  0.4900000E+01
Pt  0.3822000E+02  0.3822000E+02  0.4900000E+01
Pt  0.9800000E+00  0.2940000E+01  0.6860000E+01
Pt  0.9800000E+00  0.6860000E+01  0.6860000E+01
Pt  0.9800000E+00  0.1078000E+02  0.6860000E+01
Pt  0.9800000E+00  0.1470000E+02  0.6860000E+01
Pt  0.9800000E+00  0.1862000E+02  0.6860000E+01
Pt  0.9800000E+00  0.2254000E+02  0.6860000E+01
Pt  0.9800000E+00  0.2646000E+02  0.6860000E+01
Pt  0.9800000E+00  0.3038000E+02  0.6860000E+01
Pt  0.9800000E+00  0.3430000E+02  0.6860000E+01
Pt  0.9800000E+00  0.3822000E+02  0.6860000E+01
Pt  0.2940000E+01  0.9800000E+00  0.6860000E+01
Pt  0.2940000E+01  0.4900000E+01  0.6860000E+01
Pt  0.2940000E+01  0.8820000E+01  0.6860000E+01
Pt  0.2940000E+01  0.1274000E+02  0.6860000E+01
Pt  0.2940000E+01  0.1666000E+02  0.6860000E+01
Pt  0.2940000E+01  0.2058000E+02  0.6860000E+01
Pt  0.2940000E+01  0.2450000E+02  0.6860000E+01
Pt  0.2940000E+01  0.2842000E+02  0.6860000E+01
Pt  0.2940000E+01  0.3234000E+02  0.6860000E+01
Pt  0.2940000E+01  0.3626000E+02  0.6860000E+01
Pt  0.4900000E+01  0.2940000E+01  0.6860000E+01
Pt  0.4900000E+01  0.6860000E+01  0.6860000E+01
Pt  0.4900000E+01  0.1078000E+02  0.6860000E+01
Pt  0.4900000E+01  0.1470000E+02  0.6860000E+01
Pt  0.4900000E+01  0.1862000E+02  0.6860000E+01
Pt  0.4900000E+01  0.2254000E+02  0.6860000E+01
Pt  0.4900000E+01  0.2646000E+02  0.6860000E+01
Pt  0.4900000E+01  0.3038000E+02  0.6860000E+01
Pt  0.4900000E+01  0.3430000E+02  0.6860000E+01
Pt  0.4900000E+01  0.3822000E+02  0.6860000E+01
Pt  0.6860000E+01  0.9800000E+00  0.6860000E+01
Pt  0.6860000E+01  0.4900000E+01  0.6860000E+01
Pt  0.6860000E+01  0.8820000E+01  0.6860000E+01
Pt  0.6860000E+01  0.1274000E+02  0.6860000E+01
Pt  0.6860000E+01  0.1666000E+02  0.6860000E+01
Pt  0.6860000E+01  0.2058000E+02  0.6860000E+01
Pt  0.6860000E+01  0.2450000E+02  0.6860000E+01
Pt  0.6860000E+01  0.2842000E+02  0.6860000E+01
Pt  0.6860000E+01  0.3234000E+02  0.6860000E+01
Pt  0.6860000E+01  0.3626000E+02  0.6860000E+01
Pt  0.8820000E+01  0.2940000E+01  0.6860000E+01
Pt  0.8820000E+01  0.6860000E+01  0.6860000E+01
Pt  0.8820000E+01  0.1078000E+02  0.6860000E+01
Pt  0.8820000E+01  0.1470000E+02  0.6860000E+01
Pt  0.8820000E+01  0.1862000E+02  0.6860000E+01
Pt  0.8820000E+01  0.2254000E+02  0.6860000E+01
Pt  0.8820000E+01  0.2646000E+02  0.6860000E+01
Pt  0.8820000E+01  0.3038000E+02  0.6860000E+01
Pt  0.8820000E+01  0.3430000E+02  0.6860000E+01
Pt  0.8820000E+01  0.3822000E+02  0.6860000E+01
Pt  0.1078000E+02  0.9800000E+00  0.6860000E+01
Pt  0.1078000E+02  0.4900000E+01  0.6860000E+01
Pt  0.1078000E+02  0.8820000E+01  0.6860000E+01
Pt  0.1078000E+02  0.1274000E+02  0.6860000E+01
Pt  0.1078000E+02  0.1666000E+02  0.6860000E+01
Pt  0.1078000E+02  0.2058000E+02  0.6860000E+01
Pt  0.1078000E+02  0.2450000E+02  0.6860000E+01
Pt  0.1078000E+02  0.2842000E+02  0.6860000E+01
Pt  0.1078000E+02  0.3234000E+02  0.6860000E+01
Pt  0.1078000E+02  0.3626000E+02  0.6860000E+01
Pt  0.1274000E+02  0.2940000E+01  0.6860000E+01
Pt  0.1274000E+02  0.6860000E+01  0.6860000E+01
Pt  0.1274000E+02  0.1078000E+02  0.6860000E+01
Pt  0.1274000E+02  0.1470000E+02  0.6860000E+01
Pt  0.1274000E+02  0.1862000E+02  0.6860000E+01
Pt  0.1274000E+02  0.2254000E+02  0.6860000E+01
Pt  0.1274000E+02  0.2646000E+02  0.6860000E+01
Pt  0.1274000E+02  0.3038000E+02  0.6860000E+01
Pt  0.1274000E+02  0.3430000E+02  0.6860000E+01
Pt  0.1274000E+02  0.3822000E+02  0.6860000E+01
Pt  0.1470000E+02  0.9800000E+00  0.6860000E+01
Pt  0.1470000E+02  0.4900000E+01  0.6860000E+01
Pt  0.1470000E+02  0.8820000E+01  0.6860000E+01
Pt  0.1470000E+02  0.1274000E+02  0.6860000E+01
Pt  0.1470000E+02  0.1666000E+02  0.6860000E+01
Pt  0.1470000E+02  0.2058000E+02  0.6860000E+01
Pt  0.1470000E+02  0.2450000E+02  0.6860000E+01
Pt  0.1470000E+02  0.2842000E+02  0.6860000E+01
Pt  0.1470000E+02  0.3234000E+02  0.6860000E+01
Pt  0.1470000E+02  0.3626000E+02  0.6860000E+01
Pt  0.1666000E+02  0.2940000E+01  0.6860000E+01
Pt  0.1666000E+02  0.6860000E+01  0.6860000E+01
Pt  0.1666000E+02  0.1078000E+02  0.6860000E+01
Pt  0.1666000E+02  0.1470000E+02  0.6860000E+01
Pt  0.1666000E+02  0.1862000E+02  0.6860000E+01
Pt  0.1666000E+02  0.2254000E+02  0.6860000E+01
Pt  0.1666000E+02  0.2646000E+02  0.6860000E+01
Pt  0.1666000E+02  0.3038000E+02  0.6860000E+01
Pt  0.1666000E+02  0.3430000E+02  0.6860000E+01
Pt  0.1666000E+02  0.3822000E+02  0.6860000E+01
Pt  0.1862000E+02  0.9800000E+00  0.6860000E+01
Pt  0.1862000E+02  0.4900000E+01  0.6860000E+01
Pt  0.1862000E+02  0.8820000E+01  0.6860000E+01
Pt  0.1862000E+02  0.1274000E+02  0.6860000E+01
Pt  0.1862000E+02  0.1666000E+02  0.6860000E+01
Pt  0.1862000E+02  0.2058000E+02  0.6860000E+01
Pt  0.1862000E+02  0.2450000E+02  0.6860000E+01
Pt  0.1862000E+02  0.2842000E+02  0.6860000E+01
Pt  0.1862000E+02  0.3234000E+02  0.6860000E+01
Pt  0.1862000E+02  0.3626000E+02  0.6860000E+01
Pt  0.2058000E+02  0.2940000E+01  0.6860000E+01
Pt  0.2058000E+02  0.6860000E+01  0.6860000E+01
Pt  0.2058000E+02  0.1078000E+02  0.6860000E+01
Pt  0.2058000E+02  0.1470000E+02  0.6860000E+01
Pt  0.2058000E+02  0.1862000E+02  0.6860000E+01
Pt  0.2058000E+02  0.2254000E+02  0.6860000E+01
Pt  0.2058000E+02  0.2646000E+02  0.6860000E+01
Pt  0.2058000E+02  0.3038000E+02  0.6860000E+01
Pt  0.2058000E+02  0.3430000E+02  0.6860000E+01
Pt  0.2058000E+02  0.3822000E+02  0.6860000E+01
Pt  0.2254000E+02  0.9800000E+00  0.6860000E+01
Pt  0.2254000E+02  0.4900000E+01  0.6860000E+01
Pt  0.2254000E+02  0.8820000E+01  0.6860000E+01
Pt  0.2254000E+02  0.1274000E+02  0.6860000E+01
Pt  0.2254000E+02  0.1666000E+02  0.6860000E+01
Pt  0.2254000E+02  0.2058000E+02  0.6860000E+01
Pt  0.2254000E+02  0.2450000E+02  0.6860000E+01
Pt  0.2254000E+02  0.2842000E+02  0.6860000E+01
Pt  0.2254000E+02  0.3234000E+02  0.6860000E+01
Pt  0.2254000E+02  0.3626000E+02  0.6860000E+01
Pt  0.2450000E+02  0.2940000E+01  0.6860000E+01
Pt  0.2450000E+02  0.6860000E+01  0.6860000E+01
Pt  0.2450000E+02  0.1078000E+02  0.6860000E+01
Pt  0.2450000E+02  0.1470000E+02  0.6860000E+01
Pt  0.2450000E+02  0.1862000E+02  0.6860000E+01
Pt  0.2450000E+02  0.2254000E+02  0.6860000E+01
Pt  0.2450000E+02  0.2646000E+02  0.6860000E+01
Pt  0.2450000E+02  0.3038000E+02  0.6860000E+01
Pt  0.2450000E+02  0.3430000E+02  0.6860000E+01
Pt  0.2450000E+02  0.3822000E+02  0.6860000E+01
Pt  0.2646000E+02  0.9800000E+00  0.6860000E+01
Pt  0.2646000E+02  0.4900000E+01  0.6860000E+01
Pt  0.2646000E+02  0.8820000E+01  0.6860000E+01
Pt  0.2646000E+02  0.1274000E+02  0.6860000E+01
Pt  0.2646000E+02  0.1666000E+02  0.6860000E+01
Pt  0.2646000E+02  0.2058000E+02  0.6860000E+01
Pt  0.2646000E+02  0.2450000E+02  0.6860000E+01
Pt  0.2646000E+02  0.2842000E+02  0.6860000E+01
Pt  0.2646000E+02  0.3234000E+02  0.6860000E+01
Pt  0.2646000E+02  0.3626000E+02  0.6860000E+01
Pt  0.2842000E+02  0.2940000E+01  0.6860000E+01
Pt  0.2842000E+02  0.6860000E+01  0.6860000E+01
Pt  0.2842000E+02  0.1078000E+02  0.6860000E+01
Pt  0.2842000E+02  0.1470000E+02  0.6860000E+01
Pt  0.2842000E+02  0.1862000E+02  0.6860000E+01
Pt  0.2842000E+02  0.2254000E+02  0.6860000E+01
Pt  0.2842000E+02  0.2646000E+02  0.6860000E+01
Pt  0.2842000E+02  0.3038000E+02  0.6860000E+01
Pt  0.2842000E+02  0.3430000E+02  0.6860000E+01
Pt  0.2842000E+02  0.3822000E+02  0.6860000E+01
Pt  0.3038000E+02  0.9800000E+00  0.6860000E+01
Pt  0.3038000E+02  0.4900000E+01  0.6860000E+01
Pt  0.3038000E+02  0.8820000E+01  0.6860000E+01
Pt  0.3038000E+02  0.1274000E+02  0.6860000E+01
Pt  0.3038000E+02  0.1666000E+02  0.6860000E+01
Pt  0.3038000E+02  0.2058000E+02  0.6860000E+01
Pt  0.3038000E+02  0.2450000E+02  0.6860000E+01
Pt  0.3038000E+02  0.2842000E+02  0.6860000E+01
Pt  0.3038000E+02  0.3234000E+02  0.6860000E+01
Pt  0.3038000E+02  0.3626000E+02  0.6860000E+01
Pt  0.3234000E+02  0.2940000E+01  0.6860000E+01
Pt  0.3234000E+02  0.6860000E+01  0.6860000E+01
Pt  0.3234000E+02  0.1078000E+02  0.6860000E+01
Pt  0.3234000E+02  0.1470000E+02  0.6860000E+01
Pt  0.3234000E+02  0.1862000E+02  0.6860000E+01
Pt  0.3234000E+02  0.2254000E+02  0.6860000E+01
Pt  0.3234000E+02  0.2646000E+02  0.6860000E+01
Pt  0.3234000E+02  0.3038000E+02  0.6860000E+01
Pt  0.3234000E+02  0.3430000E+02  0.6860000E+01
Pt  0.3234000E+02  0.3822000E+02  0.6860000E+01
Pt  0.3430000E+02  0.9800000E+00  0.6860000E+01
Pt  0.3430000E+02  0.4900000E+01  0.6860000E+01
Pt  0.3430000E+02  0.8820000E+01  0.6860000E+01
Pt  0.3430000E+02  0.1274000E+02  0.6860000E+01
Pt  0.3430000E+02  0.1666000E+02  0.6860000E+01
Pt  0.3430000E+02  0.2058000E+02  0.6860000E+01
Pt  0.3430000E+02  0.2450000E+02  0.6860000E+01
Pt  0.3430000E+02  0.2842000E+02  0.6860000E+01
Pt  0.3430000E+02  0.3234000E+02  0.6860000E+01
Pt  0.3430000E+02  0.3626000E+02  0.6860000E+01
Pt  0.3626000E+02  0.2940000E+01  0.6860000E+01
Pt  0.3626000E+02  0.6860000E+01  0.6860000E+01
Pt  0.3626000E+02  0.1078000E+02  0.6860000E+01
Pt  0.3626000E+02  0.1470000E+02  0.6860000E+01
Pt  0.3626000E+02  0.1862000E+02  0.6860000E+01
Pt  0.3626000E+02  0.2254000E+02  0.6860000E+01
Pt  0.3626000E+02  0.2646000E+02  0.6860000E+01
Pt  0.3626000E+02  0.3038000E+02  0.6860000E+01
Pt  0.3626000E+02  0.3430000E+02  0.6860000E+01
Pt  0.3626000E+02  0.3822000E+02  0.6860000E+01
Pt  0.3822000E+02  0.9800000E+00  0.6860000E+01
Pt  0.3822000E+02  0.4900000E+01  0.6860000E+01
Pt  0.3822000E+02  0.8820000E+01  0.6860000E+01
Pt  0.3822000E+02  0.1274000E+02  0.6860000E+01
Pt  0.3822000E+02  0.1666000E+02  0.6860000E+01
Pt  0.3822000E+02  0.2058000E+02  0.6860000E+01
Pt  0.3822000E+02  0.2450000E+02  0.6860000E+01
Pt  0.3822000E+02  0.2842000E+02  0.6860000E+01
Pt  0.3822000E+02  0.3234000E+02  0.6860000E+01
Pt  0.3822000E+02  0.3626000E+02  0.6860000E+01
Pt  0.9800000E+00  0.9800000E+00  0.8820000E+01
Pt  0.9800000E+00  0.4900000E+01  0.8820000E+01
Pt  0.9800000E+00  0.8820000E+01  0.8820000E+01
Pt  0.9800000E+00  0.1274000E+02  0.8820000E+01
Pt  0.9800000E+00  0.1666000E+02  0.8820000E+01
Pt  0.9800000E+00  0.2058000E+02  0.8820000E+01
Pt  0.9800000E+00  0.2450000E+02  0.8820000E+01
Pt  0.9800000E+00  0.2842000E+02  0.8820000E+01
Pt  0.9800000E+00  0.3234000E+02  0.8820000E+01
Pt  0.9800000E+00  0.3626000E+02  0.8820000E+01
Pt  0.2940000E+01  0.2940000E+01  0.8820000E+01
Pt  0.2940000E+01  0.6860000E+01  0.8820000E+01
Pt  0.2940000E+01  0.1078000E+02  0.8820000E+01
Pt  0.2940000E+01  0.1470000E+02  0.8820000E+01
